address,city,country,crawl_date,hotel_brand,hotel_description,hotel_facilities,hotel_star_rating,image_count,latitude,locality,longitude,pageurl,property_id,property_name,property_type,province,qts,room_count,room_type,similar_hotel,site_review_count,site_review_rating,site_stay_review_rating,sitename,special_tag,state,uniq_id,zone
"NH 22, Main Highway, Dharampur, Sanwara, 173209 Kasauli, India – Show map",kasauli,India,2016-09-01,"","One of our top picks in Kasauli. AAA Hotel & Restaurant offers pet-friendly accommodation in Kasauli. Free WiFi is provided throughout the property and free private parking is available on site. All rooms have a flat-screen TV. Each room has a private bathroom equipped with a shower. Shimla is 29 km from AAA Hotel & Restaurant, while Solan is 10 km from the property. Chandigarh Airport is 31 km away.","Bathroom:Linen|Towels|Bathroom|Toilet|Free toiletries|Shower•View:View•Room Amenities:Clothes rack•Pets:Pets are allowed. Charges may be applicable.•Media & Technology:Flat-screen TV|Satellite Channels|Telephone•Food & Drink:Tea/Coffee Maker•Internet:Free!
WiFi is available in all areas and is free of charge.•Parking:Free!
Free private parking is possible on site (reservation is not needed).•Services:Wake-up service•General:Fan•Languages spoken:","","",30.886127544609728,"",77.00577288866043,http://www.booking.com/hotel/in/aaa-amp-restaurant.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=17&checkin_year_month=2016-12&checkout_monthday=18&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,1491714,AAA Hotel & Restaurant,204,"",2016-09-01 07:59:55 +0000,16,Budget Double Room,Treebo Chandigarh Grand|Dippys Hotel|Best Western Royal Park,17,5.9,"",http://www.booking.com/,Share,Himachal Pradesh,fcb31d15fee8742f5ebcaec9a8312499,""
"Cottage no 11, Vimoksha Valley, Village Digoti, Majkhali, Ranikhet, 263652 Rānīkhet, India – Show map",rānīkhet,India,2016-09-01,"","Home Stay At Ranikhet is set in Rānīkhet, 31 km from Nainital. The rooms have a TV with satellite channels. Certain units feature a seating area where you can relax. Some units have views of the mountain or garden. Every room has a private bathroom. There is dry cleaning services at the property. The homestay also offers car hire.","Bathroom:Linen|Towels|Bathroom|Toilet|Free toiletries|Shower•View:Mountain view|Garden view•Outdoors:Balcony•Room Amenities:Clothes rack•Pets:Pets are not allowed.•Living Area:Seating Area•Media & Technology:Satellite Channels|TV•Food & Drink:Breakfast in the room•Internet:No internet access available.•Parking:Free!
Free public parking is possible on site (reservation is not needed).•Services:Wake-up service|Car hire|Packed lunches|Ironing service|Dry cleaning|Laundry|Room service•General:Tile/Marble floor|Fan|Family rooms","","",29.67135482848958,"",79.49339032173157,http://www.booking.com/hotel/in/home-stay-at-ranikhet.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=03&checkin_year_month=2016-12&checkout_monthday=04&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,1487935,Home Stay At Ranikhet,222,"",2016-09-01 07:59:55 +0000,1,Apartment,"","","","",http://www.booking.com/,Share,Uttarakhand,361439ae3419c07d4182cb38a34ec266,""
"R.S. No. 204 KH/10 B, E Ward, Near Telephone Bhavan & Tarabai Gardens,, New Shahupuri, Near Dr. Kiran Doshi Orthopedic Hospital, 416001 Kolhapur, India – Show map",kolhapur,India,2016-09-01,Vista Rooms,"Featuring free WiFi, Vista Rooms At Telephone Bhavan offers accommodation in Kolhapur. Guests can enjoy the on-site restaurant. Free private parking is available on site. Rooms have a TV. Rooms are equipped with a private bathroom. There is room service at the property.","Bathroom:Bathroom|Toilet•Kitchen:Refrigerator•Pets:Pets are not allowed.•Living Area:Desk•Media & Technology:Telephone|TV•Food & Drink:Restaurant•Internet:Free!
WiFi is available in public areas and is free of charge.•Parking:Free!
Free private parking is possible on site (reservation is needed).•Services:Airport shuttle (surcharge)|Meeting/banquet facilities|Room service•General:Air conditioning|Lift|Fan|Non-smoking rooms|Newspapers•Languages spoken:",3-star hotel,18,16.691285970760106,"",74.24467206001282,http://www.booking.com/hotel/in/stayvista-rooms-at-telephone-bhavan.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=09&checkin_year_month=2016-12&checkout_monthday=10&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,1491956,Vista Rooms At Telephone Bhavan,204,"",2016-09-01 07:59:55 +0000,4,Standard Double Room,@ Greens Apartment,"","","",http://www.booking.com/,Share,Maharashtra,ead5cc40eda52f3c596d6c7fd85e2b7a,""
"90/S/2, Block-E (near SBI, New Alipore Branch), New Alipore, Kolkata, 700053 Ālīpur, India – Show map",Ālīpur,India,2016-09-01,OYO Rooms,"Featuring free WiFi and a restaurant, OYO Premium New Alipore South Kolkata offers accommodation in Ālīpur, 8 km from Kolkata. Free private parking is available on site. Rooms are fitted with a private bathroom. There is a 24-hour front desk at the property. The nearest airport is Netaji Subhash Chandra Bose International Airport, 19 km from the property.","Outdoors:Garden•Pets:Pets are not allowed.•Food & Drink:Breakfast in the room|Restaurant•Internet:Free!
WiFi is available in all areas and is free of charge.•Parking:Free!
Free private parking is possible on site (reservation is not needed).•Services:Airport shuttle (surcharge)|Shuttle service (surcharge)|Ironing service|Dry cleaning|Laundry|24-hour front desk|Room service•General:Air conditioning|Soundproof rooms|Safety deposit box|Lift|Newspapers",3-star hotel,24,22.513168,"",88.326551,http://www.booking.com/hotel/in/oyo-premium-new-alipore-south-kolkata.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=17&checkin_year_month=2016-12&checkout_monthday=18&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,1481078,OYO Premium New Alipore South Kolkata,204,"",2016-09-01 07:59:55 +0000,11,Standard Double Room,Treebo Orion West Willows,180,6.3,"",http://www.booking.com/,Share,West Bengal,9b4d4af1e422512fa8235a4eafc9d642,""
"7 K&L Gold Valley Sector D,New Tungarili, 410101 Lonavala, India – Show map",lonavala,India,2016-09-01,"","Offering a year-round outdoor pool, Mount Castle is located in Lonavala, 5 km from Bhushi Dam. Free private parking is available on site. Featuring a terrace, all units are air conditioned and include a dining area and a seating area with a flat-screen TV. There is also a kitchen, fitted with a dishwasher, oven and microwave. Each unit is equipped with a private bathroom with a bath. Bed linen is offered. Mount Castle also includes a sun terrace. You can play tennis at the property, and car hire is available. The nearest airport is Pune International Airport, 59 km from the property.","Miscellaneous:Air conditioning|Allergy-free room|Heating|Soundproof rooms|VIP room facilities•Common areas:Shared lounge/TV area•Bathroom:Linen|Additional bathroom|Additional Toilet|Bath or Shower|Bathroom|Toilet|Bath|Shower•Bedroom:Wardrobe/Closet|Extra Long Beds (> 2 metres)•Building characteristics:Detached•Outdoors:Outdoor furniture|Outdoor pool (all year)|Sun terrace|Private Pool|Balcony|Terrace|Garden•Accessibility:Entire unit wheelchair accessible|Upper floors accessible by lift|Entire unit located on ground floor•Kitchen:Shared kitchen|Dining table|Cleaning products|Stovetop|Oven|Kitchen|Dishwasher|Microwave|Refrigerator•Room Amenities:Sofa bed|Mosquito net|Soundproofing|Private entrance|Interconnected room(s) available|Carpeted|Fan•Outdoor & View:City view|Landmark view|Mountain view|Pool view|Garden view|Sea view|View•Pets:Pets are allowed on request. Charges may be applicable.•Activities:Tennis court•Living Area:Dining area|Sofa|Fireplace|Seating Area|Desk•Media & Technology:Flat-screen TV|Cable Channels|Satellite Channels|Video|TV|Pay-per-view Channels•Food & Drink:Room service|Tea/Coffee Maker•Internet:Free!
Wired internet is available in public areas and is free of charge.•Parking:Free!
Free private parking is possible on site (reservation is not needed).•Transport:Car hire•Cleaning services:Daily maid service","",45,18.76302641232311,"",73.39227944612503,http://www.booking.com/hotel/in/mount-castle.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=17&checkin_year_month=2016-12&checkout_monthday=18&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,1488381,Mount Castle,220,"",2016-09-01 07:59:55 +0000,3,Holiday Home,Aamby Valley City,82,8.2,"",http://www.booking.com/,Share,Maharashtra,7785be608730c7ea5201f829754b5ac5,""
"Ellora Road, NH211, Opposite Daulatabad Fort, Next to H2O Waterpark, 431002 Daulatābād, India – Show map",daulatābād,India,2016-09-01,"","Offering a barbecue and children's playground, Hotel Lotus is situated in Daulatābād in the Maharashtra Region, 14 km from Aurangabad. There is a water park on site and guests can enjoy the on-site restaurant. Free private parking is available on site. Certain units have a seating area for your convenience. Certain rooms include views of the mountain or garden. There is a 24-hour front desk at the property. The resort also offers car hire. Aurangabad Airport is 21 km away.","Bathroom:Toilet|Bath|Shower•View:Landmark view|Mountain view|Garden view|View•Outdoors:Outdoor dining area|Outdoor furniture|Sun terrace|BBQ facilities|Balcony|Terrace|Garden•Kitchen:Dining table|Kitchen|Refrigerator•Room Amenities:Clothes rack•Pets:Pets are not allowed.•Activities:Water park|Children's playground•Living Area:Dining area|Seating Area•Food & Drink:Restaurant (à la carte)|Bar|Restaurant|Minibar•Internet:No internet access available.•Parking:Free!
Free private parking is possible on site (reservation is not needed).•Services:Airport shuttle (surcharge)|Luggage storage|Car hire|Packed lunches|Laundry|24-hour front desk|Meeting/banquet facilities•General:Air conditioning|Fan|Newspapers•Languages spoken:",2 stars,13,19.955102872751038,"",75.22119462490082,http://www.booking.com/hotel/in/lotus-aurangabad.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=09&checkin_year_month=2016-12&checkout_monthday=10&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,1482181,Hotel Lotus,206,"",2016-09-01 07:59:55 +0000,8,Deluxe Double Room,Hotel JP International|Hotel Kailas,8,8.3,"",http://www.booking.com/,Share,Maharashtra,8db77a9923202717b96de79436b9c0e7,""
"No 7, Wallers Road, Mount Road, 600002 Chennai, India – Show map",chennai,India,2016-09-01,"","One of our bestsellers in Chennai! Featuring free WiFi, The Mount Regency offers accommodation in Chennai, 1.2 km from the famous Marina Beach. Rooms have a flat-screen TV. Some rooms include a seating area for your convenience. Some units are air conditioned and all have a private or shared bathroom with free toiletries. You will find a 24-hour front desk at the property. Room service is available. MA Chidambaram Stadium is 1.2 km from The Mount Regency, while Spencer Plaza Mall is 1.4 km away. The nearest airport is Chennai Airport, 15 km from the property.","Bathroom:Linen|Towels|Free toiletries•Bedroom:Wardrobe/Closet•Room Amenities:Clothes rack•Pets:Pets are not allowed.•Food & Drink:Breakfast in the room•Internet:Free!
WiFi is available in public areas and is free of charge.•Parking:No parking available.•Reception services:Ticket service|Tour desk|24-hour front desk•Cleaning services:Daily maid service|Ironing service|Dry cleaning|Laundry•General:Designated smoking area|Air conditioning|Non-smoking throughout|Wake-up service|Tile/Marble floor|Car hire|Lift|Fan|Non-smoking rooms|Room service•Languages spoken:","",25,13.070058279029618,"",80.2705080807209,http://www.booking.com/hotel/in/the-mount-regency.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=09&checkin_year_month=2016-12&checkout_monthday=10&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,1488743,The Mount Regency,204,"",2016-09-01 07:59:55 +0000,30,Deluxe Double Room,Hotel Sorrento Guest house Anna Nagar|St Xavier Guest House|Hotel Satkar,28,5.6,Staff:6.5|Value for money:5.7|Comfort:5.6|Cleanliness:5.5|Location:5.3|Free WiFi:5|Facilities:4.8,http://www.booking.com/,Share,Tamil Nadu,69605a68da6e6e44b50806caa957cf1b,""
"",bhopal,India,2016-09-01,"","","",3-star hotel,"",23.1955881109493,"",77.4124909937382,http://www.booking.com/hotel/in/oyo-rooms-sargam-cinemas.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=17&checkin_year_month=2016-12&checkout_monthday=18&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,"","",City,"",2016-09-01 07:59:55 +0000,"",Comfort Double Room with Fan,"","",8.0,"",http://www.booking.com/,"",Madhya Pradesh,7506f60c6d270b3cdd3f670ccc5cb546,""
"1335, Sangatrashan Bazar Paharganj, Paharganj, 110055 New Delhi, India – This neighbourhood is a great choice for travellers interested in city trips, sightseeing, and shopping – Check location Show map",new delhi,India,2016-09-01,"","Featuring free WiFi throughout the property, Hotel Alfa Continental is set in New Delhi, 1.9 km from Jantar Mantar. Rooms have a private bathroom equipped with a shower. A flat-screen TV with cable channels is offered. There is a 24-hour front desk at the property. The hotel also offers car hire. Red Fort is 3 km from Hotel Alfa Continental, while Feroz Shah Kotla Cricket Stadium is 3 km from the property. The nearest airport is Delhi International Airport, 15 km from the property. Paharganj is a great choice for travellers interested in city trips, sightseeing and shopping.","Bathroom:Towels|Bathroom|Toilet|Shower•Pets:Pets are not allowed.•Media & Technology:Cable Channels|Telephone•Internet:Free!
WiFi is available in all areas and is free of charge.•Parking:Free!
Free public parking is possible at a location nearby (reservation is not needed).•Reception services:Ticket service|Tour desk|Currency exchange|24-hour front desk•Cleaning services:Trouser press|Shoeshine|Ironing service|Dry cleaning|Laundry•General:Mini-market on site|Airport shuttle (surcharge)|Non-smoking throughout|Shops (on site)|Car hire|Fan|Ironing Facilities|Newspapers|Room service•Languages spoken:","",34,28.643655593271763,Paharganj,77.21286624670029,http://www.booking.com/hotel/in/alfa-continental.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=05&checkin_year_month=2016-12&checkout_monthday=06&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,1484981,Hotel Alfa Continental,204,Paharganj,2016-09-01 07:59:55 +0000,15,Budget Double Room,Hotel Sai International|Neelam Palace Dx|Airport Hotel Park Blue,7,4.3,Cleanliness:3.3|Comfort:3.8|Location:5|Facilities:3.8|Staff:5.8|Value for money:4.2,http://www.booking.com/,Share,Delhi NCR,2ff64ae348a9f99375cee587e5d3006c,Paharganj
"30, Ashtvinayak Nagar, HSG Society, Pachgaon | Near Rk Nagar, 416013 Kolhapur, India – Great location -",kolhapur,India,2016-09-01,"",Karkare Holiday Home offers pet-friendly accommodation in Kolhapur. Guests can enjoy the on-site restaurant. Free private parking is available on site.,"Pets:Free!
Pets are allowed on request. No extra charges.•Food & Drink:Restaurant•Internet:No internet access available.•Parking:Free!
Free private parking is possible on site (reservation is not needed).","","",16.657768175384955,"",74.242724776268,http://www.booking.com/hotel/in/karkare-holiday-home.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=03&checkin_year_month=2016-12&checkout_monthday=04&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,1481556,Karkare Holiday Home,216,"",2016-09-01 07:59:55 +0000,28,Economy Single Room,Vista Rooms at Dabholkar Corner,"","","",http://www.booking.com/,Share,Maharashtra,7dcf8620f03b3aa6a8ea1ff2bb3b6bf8,""
"opp:rathifile bus station,secunderabad, 500025 Secunderābād, India – Show map",secunderābād,India,2016-09-01,"","Situated in the Secunderabad district in Secunderābād, 8 km from Hyderabad, Hotel Mahesh Residency features free WiFi access and free private parking. Every room at this hotel is air conditioned and comes with a flat-screen TV with cable channels. Certain units feature a seating area to relax in after a busy day. All rooms have a private bathroom. You will find a 24-hour front desk at the property. The hotel also offers car hire. The nearest airport is Rajiv Gandhi International Airport, 24 km from Hotel Mahesh Residency.","Bathroom:Linen|Towels|Bathroom|Toilet|Free toiletries|Shower•View:City view|View•Room Amenities:Clothes rack•Pets:Pets are not allowed.•Living Area:Seating Area|Desk•Media & Technology:Flat-screen TV|Cable Channels|Telephone•Food & Drink:Breakfast in the room|Tea/Coffee Maker•Internet:Free!
WiFi is available in all areas and is free of charge.•Parking:Free!
Free private parking is possible on site (reservation is not needed).•Reception services:Lockers|Luggage storage|Ticket service|Tour desk|Currency exchange|24-hour front desk•Cleaning services:Daily maid service|Laundry•Business facilities:Fax/photocopying•General:Wake-up service|Tile/Marble floor|Soundproofing|Car hire|Fan|Newspapers|Air Conditioning|Room service•Languages spoken:","","",17.43422906257842,"",78.50866287946701,http://www.booking.com/hotel/in/mahesh-residency.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=09&checkin_year_month=2016-12&checkout_monthday=10&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,1486498,Hotel Mahesh Residency,204,"",2016-09-01 07:59:55 +0000,18,Deluxe Double Room,Hotel Ranjit Residency|Hotel Imperial Classic|Hotel Maya Deluxe,11,6.1,Free WiFi:7.5|Comfort:7|Cleanliness:6.7|Value for money:6.7|Facilities:6.1|Staff:5.6|Location:5,http://www.booking.com/,Share,Telangana,88947f9d94143313372f7817dfc55b19,""
"Beside SSB Kalyanamandapam, Tiruchanur Road, Tirupati, 517503 Tirupati, India – Show map",tirupati,India,2016-09-01,OYO Rooms,"Located in Tirupati, 2.8 km from APSRTC Central Bus Station, OYO Rooms Padmavathi Temple features air-conditioned rooms with free WiFi throughout the property. Guests can enjoy the on-site restaurant. Free private parking is available on site. Every room has a private bathroom. You will find a 24-hour front desk at the property. Old Tirchanoor Road is 2.8 km from OYO Rooms Padmavathi Temple, while NTR Stadium is 5 km from the property. The nearest airport is Tirupati Airport, 11 km from the property.","Pets:Pets are not allowed.•Food & Drink:Breakfast in the room|Restaurant•Internet:Free!
WiFi is available in all areas and is free of charge.•Parking:Free!
Free private parking is possible on site (reservation is not needed).•Services:Luggage storage|Ironing service|Dry cleaning|Laundry|24-hour front desk|Room service•General:Air conditioning|Soundproof rooms|Lift|Newspapers",3-star hotel,45,13.610877643672985,"",79.44442123174667,http://www.booking.com/hotel/in/oyo-rooms-padmavathi-temple.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=03&checkin_year_month=2016-12&checkout_monthday=04&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,1479673,OYO Rooms Padmavathi Temple,204,"",2016-09-01 07:59:55 +0000,20,Deluxe Double Room,Fortune Select Grand Ridge|Marasa Sarovar Premiere,14,6.7,Cleanliness:7.3|Comfort:7|Location:6.8|Facilities:6.4|Staff:6.3|Value for money:6.6|Free WiFi:7.5,http://www.booking.com/,Share,Andhra Pradesh,cad0e9e77a36c5b626e0f63657dd9ed5,""
"5, Opp. HMT Play Ground, Near R.T.Nagar Police Station, R.T.Nagar Main Road, R.T.Nagar, Bangalore, 560032 Bangalore, India – Show map",bangalore,India,2016-09-01,OYO Rooms,"Set 3 km from Bangalore Palace in Bangalore, OYO Rooms RT Nagar HMT Playground features free WiFi access and free private parking. Some rooms have a seating area where you can relax. Each room includes a private bathroom. There is a 24-hour front desk at the property. Indian Institute of Science, Bangalore is 3.1 km from OYO Rooms RT Nagar HMT Playground, while Indira Gandhi Musical Fountain Park is 5 km away. Kempegowda International Airport is 23 km from the property.","Pets:Pets are not allowed.•Food & Drink:Breakfast in the room•Internet:Free!
WiFi is available in all areas and is free of charge.•Parking:Free!
Free private parking is possible on site (reservation is not needed).•Services:Luggage storage|Ironing service|Dry cleaning|Laundry|24-hour front desk|Room service•General:Air conditioning|Soundproof rooms|Safety deposit box|Lift|Newspapers",3-star hotel,"",13.025604957446205,"",77.59287357330322,http://www.booking.com/hotel/in/oyo-rooms-rt-nagar-hmt-playground.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=17&checkin_year_month=2016-12&checkout_monthday=18&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,1495582,OYO Rooms RT Nagar HMT Playground,204,"",2016-09-01 07:59:55 +0000,10,Deluxe Double Room,Brigade Royale|Treebo Hoppers Stop,7,4.8,Cleanliness:4.7|Comfort:5|Location:6.1|Facilities:4.7|Staff:3.9|Value for money:4.7|Free WiFi:7.5,http://www.booking.com/,Share,Karnataka,d5f2866cdddf78e420f1bb4920eed9ae,""
"Puthupally Lane, Medical College Junction, 695011 Trivandrum, India – Show map",trivandrum,India,2016-09-01,"","Located in Trivandrum, this air-conditioned apartment features a terrace. The apartment is 3 km from Napier Museum. Free WiFi is featured and free private parking is available on site. There is a seating area and a kitchen complete with a microwave, a fridge and a stovetop. Towels and bed linen are available in this apartment. There is a private bathroom with a bath or shower. Bike hire and car hire are available at the property and the area is popular for golfing. Padmanabhaswamy Temple is 4.4 km from Travancore Stay, while Sanjeevani Ayurveda Hospital is 1 km from the property. The nearest airport is Thiruvananthapuram International Airport, 4 km from the property.","Parking:Free!
Free private parking is possible on site (reservation is needed).•Internet:Free!
WiFi is available in the hotel rooms and is free of charge.•Kitchen:Dining table|Cleaning products|Stovetop|Kitchen|Washing Machine|Microwave|Refrigerator•Bedroom:Wardrobe/Closet|Dressing Room•Bathroom:Towels|Towels/Sheets (extra fee)|Free toiletries|Linen|Bath or Shower|Bathroom|Toilet•Living Area:Dining area|Sofa|Seating Area|Desk•Media & Technology:Flat-screen TV|Cable Channels|Satellite Channels|TV|Pay-per-view Channels•Room Amenities:Soundproofing|Fan|Iron|Clothes rack|Tile/Marble floor|Private entrance|Ironing Facilities•Pets:Pets are not allowed.•Accessibility:Upper floors accessible by stairs only•Outdoors:Outdoor furniture|Balcony|Terrace•Food & Drink:Tea/Coffee Maker•Activities:Horse riding|Golf course (within 3 km)•Building characteristics:Detached•Transport:Airport shuttle (surcharge)|Shuttle service (surcharge)|Car hire|Bicycle rental•Outdoor & View:City view|Garden view|View•Cleaning services:Daily maid service|Laundry•Miscellaneous:Air conditioning|Soundproof rooms|Family rooms•Languages spoken:","","",8.520658357521812,"",76.93066030740738,http://www.booking.com/hotel/in/travancore-stay.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=05&checkin_year_month=2016-12&checkout_monthday=06&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,1491759,Travancore Stay,201,"",2016-09-01 07:59:55 +0000,31,Deluxe Double Room,"",25,7.7,"",http://www.booking.com/,Share,Kerala,b67d8a2dec927c3bd79636d98692249d,""
"",varkala,India,2016-09-01,"","","",3 stars,"",8.73737848881161,"",76.7161869853408,http://www.booking.com/hotel/in/mektoub-resort.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=09&checkin_year_month=2016-12&checkout_monthday=10&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,"","",City,"",2016-09-01 07:59:55 +0000,"",Deluxe Double Room,"","",6.9,"",http://www.booking.com/,"",Kerala,b64352d748eb6c6acbb57c9bbecab136,""
"",jaipur,India,2016-09-01,"","","",3-star hotel,"",26.9154314859799,"",75.7062104344368,http://www.booking.com/hotel/in/oyo-premium-malviya-nagar-jln-marg.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=01&checkin_year_month=2016-12&checkout_monthday=02&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,"","",City,"",2016-09-01 07:59:55 +0000,"",Deluxe Double Room,"","",6.6,"",http://www.booking.com/,"",Rajasthan,f015b9c573c177531da5568b2718f6a5,""
